друг	determiner	mkd	друг	determiner	bul
Асеновград	properNoun	mkd	Асеновград	properNoun	bul
Атина	properNoun	mkd	Атина	properNoun	bul
Африка	properNoun	mkd	Африка	properNoun	bul
Ајтос	properNoun	mkd	Айтос	properNoun	bul
Багдад	properNoun	mkd	Багдад	properNoun	bul
Белгија	properNoun	mkd	Белгия	properNoun	bul
Белград	properNoun	mkd	Белград	properNoun	bul
Београд	properNoun	mkd	Белград	properNoun	bul
Берлин	properNoun	mkd	Берлин	properNoun	bul
Благоевград	properNoun	mkd	Благоевград	properNoun	bul
Босна	properNoun	mkd	Босна	properNoun	bul
Ботевград	properNoun	mkd	Ботевград	properNoun	bul
Бразил	properNoun	mkd	Бразилия	properNoun	bul
Брисел	properNoun	mkd	Брюксел	properNoun	bul
Британија	properNoun	mkd	Британия	properNoun	bul
Бугарија	properNoun	mkd	България	properNoun	bul
Букурешт	properNoun	mkd	Букурещ	properNoun	bul
Бургас	properNoun	mkd	Бургас	properNoun	bul
Варна	properNoun	mkd	Варна	properNoun	bul
Ватикан	properNoun	mkd	Ватикан	properNoun	bul
Вашингтон	properNoun	mkd	Вашингтон	properNoun	bul
Велика Британија	properNoun	mkd	Великобритания	properNoun	bul
Велика Хоѓа	properNoun	mkd	Велика Ходжа	properNoun	bul
Велико Трново	properNoun	mkd	Велико Търново	properNoun	bul
Велинград	properNoun	mkd	Велинград	properNoun	bul
Видин	properNoun	mkd	Видин	properNoun	bul
Виена	properNoun	mkd	Виена	properNoun	bul
Византија	properNoun	mkd	Византия	properNoun	bul
Вит	properNoun	mkd	Вит	properNoun	bul
Војводина	properNoun	mkd	Войводина	properNoun	bul
Враца	properNoun	mkd	Враца	properNoun	bul
Вуковар	properNoun	mkd	Вуковар	properNoun	bul
Георге	properNoun	mkd	Георге	properNoun	bul
Германија	properNoun	mkd	Германия	properNoun	bul
Горна Орјаховица	properNoun	mkd	Горна Оряховица	properNoun	bul
Грузија	properNoun	mkd	Грузия	properNoun	bul
Грција	properNoun	mkd	Гърция	properNoun	bul
Данска	properNoun	mkd	Дания	properNoun	bul
Шведска	properNoun	mkd	Швеция	properNoun	bul
Димитровград	properNoun	mkd	Димитровград	properNoun	bul
Дијарбакир	properNoun	mkd	Диарбакър	properNoun	bul
Добрич	properNoun	mkd	Добрич	properNoun	bul
Добруџа	properNoun	mkd	Добруджа	properNoun	bul
Драч	properNoun	mkd	Дуръс	properNoun	bul
Дубровник	properNoun	mkd	Дубровник	properNoun	bul
Дунав	properNoun	mkd	Дунав	properNoun	bul
Дупница	properNoun	mkd	Дупница	properNoun	bul
Европа	properNoun	mkd	Европа	properNoun	bul
Египет	properNoun	mkd	Египет	properNoun	bul
Ерменија	properNoun	mkd	Армения	properNoun	bul
Естонија	properNoun	mkd	Естония	properNoun	bul
Загреб	properNoun	mkd	Загреб	properNoun	bul
Израел	properNoun	mkd	Израел	properNoun	bul
Индија	properNoun	mkd	Индия	properNoun	bul
Ирак	properNoun	mkd	Ирак	properNoun	bul
Иран	properNoun	mkd	Иран	properNoun	bul
Ирска	properNoun	mkd	Ирландия	properNoun	bul
Истанбул	properNoun	mkd	Истанбул	properNoun	bul
Италија	properNoun	mkd	Италия	properNoun	bul
Казанлак	properNoun	mkd	Казанлък	properNoun	bul
Канада	properNoun	mkd	Канада	properNoun	bul
Карнобат	properNoun	mkd	Карнобат	properNoun	bul
Кенија	properNoun	mkd	Кения	properNoun	bul
Кина	properNoun	mkd	Китай	properNoun	bul
Кипар	properNoun	mkd	Кипър	properNoun	bul
Козлодуј	properNoun	mkd	Козлодуй	properNoun	bul
Колумбија	properNoun	mkd	Колумбия	properNoun	bul
Кореја	properNoun	mkd	Корея	properNoun	bul
Косово	properNoun	mkd	Косово	properNoun	bul
Краина	properNoun	mkd	Крайна	properNoun	bul
Либан	properNoun	mkd	Ливан	properNoun	bul
Либија	properNoun	mkd	Либия	properNoun	bul
Литванија	properNoun	mkd	Литва	properNoun	bul
Ловеч	properNoun	mkd	Ловеч	properNoun	bul
Лом	properNoun	mkd	Лом	properNoun	bul
Лондон	properNoun	mkd	Лондон	properNoun	bul
Луксембург	properNoun	mkd	Люксембург	properNoun	bul
Мадрид	properNoun	mkd	Мадрид	properNoun	bul
Македонија	properNoun	mkd	Македония	properNoun	bul
Мексико	properNoun	mkd	Мексико	properNoun	bul
Митровица	properNoun	mkd	Митровица	properNoun	bul
Молдавија	properNoun	mkd	Молдова	properNoun	bul
Молдавија	properNoun	mkd	Молдавия	properNoun	bul
Монтана	properNoun	mkd	Монтана	properNoun	bul
Москва	properNoun	mkd	Москва	properNoun	bul
Мостар	properNoun	mkd	Мостар	properNoun	bul
Нигерија	properNoun	mkd	Нигерия	properNoun	bul
Никозија	properNoun	mkd	Никозия	properNoun	bul
Ниш	properNoun	mkd	Ниш	properNoun	bul
Нова Загора	properNoun	mkd	Нова Загора	properNoun	bul
Норвешка	properNoun	mkd	Норвегия	properNoun	bul
Осиек	properNoun	mkd	Осиек	properNoun	bul
Осло	properNoun	mkd	Осло	properNoun	bul
Охрид	properNoun	mkd	Охрид	properNoun	bul
Пазарџик	properNoun	mkd	Пазарджик	properNoun	bul
Пакистан	properNoun	mkd	Пакистан	properNoun	bul
Париз	properNoun	mkd	Париж	properNoun	bul
Пекинг	properNoun	mkd	Пекин	properNoun	bul
Перник	properNoun	mkd	Перник	properNoun	bul
Петрич	properNoun	mkd	Петрич	properNoun	bul
Пештера	properNoun	mkd	Пещера	properNoun	bul
Плевен	properNoun	mkd	Плевен	properNoun	bul
Пловдив	properNoun	mkd	Пловдив	properNoun	bul
Подгорица	properNoun	mkd	Подгорица	properNoun	bul
Полска	properNoun	mkd	Полша	properNoun	bul
Португалија	properNoun	mkd	Португалия	properNoun	bul
Прага	properNoun	mkd	Прага	properNoun	bul
Приштина	properNoun	mkd	Прищина	properNoun	bul
Радован	properNoun	mkd	Радован	properNoun	bul
Разград	properNoun	mkd	Разград	properNoun	bul
Рим	properNoun	mkd	Рим	properNoun	bul
Романија	properNoun	mkd	Румъния	properNoun	bul
Румелија	properNoun	mkd	Румелия	properNoun	bul
Русија	properNoun	mkd	Русия	properNoun	bul
САД	properNoun	mkd	САЩ	properNoun	bul
СССР	properNoun	mkd	СССР	properNoun	bul
Нови Сад	properNoun	mkd	Нови Сад	properNoun	bul
Самоков	properNoun	mkd	Самоков	properNoun	bul
Сараево	properNoun	mkd	Сараево	properNoun	bul
Свиштов	properNoun	mkd	Свищов	properNoun	bul
Силистра	properNoun	mkd	Силистра	properNoun	bul
Сирија	properNoun	mkd	Сирия	properNoun	bul
Скопје	properNoun	mkd	Скопие	properNoun	bul
Сливен	properNoun	mkd	Сливен	properNoun	bul
Словачка	properNoun	mkd	Словакия	properNoun	bul
Словенија	properNoun	mkd	Словения	properNoun	bul
Смолјан	properNoun	mkd	Смолян	properNoun	bul
Солун	properNoun	mkd	Солун	properNoun	bul
Софија	properNoun	mkd	София	properNoun	bul
Сплит	properNoun	mkd	Сплит	properNoun	bul
Србија	properNoun	mkd	Сърбия	properNoun	bul
Сребреница	properNoun	mkd	Сребреница	properNoun	bul
Стара Загора	properNoun	mkd	Стара Загора	properNoun	bul
Стразбур	properNoun	mkd	Страсбург	properNoun	bul
Страсбур	properNoun	mkd	Страсбург	properNoun	bul
Тетово	properNoun	mkd	Тетово	properNoun	bul
Тирана	properNoun	mkd	Тирана	properNoun	bul
Трново	properNoun	mkd	Търново	properNoun	bul
Тројан	properNoun	mkd	Троян	properNoun	bul
Турција	properNoun	mkd	Турция	properNoun	bul
Украина	properNoun	mkd	Украйна	properNoun	bul
Унгарија	properNoun	mkd	Унгария	properNoun	bul
Фамагуста	properNoun	mkd	Фамагуста	properNoun	bul
Финска	properNoun	mkd	Финландия	properNoun	bul
Фоча	properNoun	mkd	Фоча	properNoun	bul
Франција	properNoun	mkd	Франция	properNoun	bul
Хаг	properNoun	mkd	Хага	properNoun	bul
Херцеговина	properNoun	mkd	Херцеговина	properNoun	bul
Холандија	properNoun	mkd	Нидерландия	properNoun	bul
Холандија	properNoun	mkd	Холандия	properNoun	bul
Хрватска	properNoun	mkd	Хърватска	properNoun	bul
Хрватска	properNoun	mkd	Хърватия	properNoun	bul
Чешка	properNoun	mkd	Чехия	properNoun	bul
Швајцарија	properNoun	mkd	Швейцария	properNoun	bul
Шпанија	properNoun	mkd	Испания	properNoun	bul
Шумен	properNoun	mkd	Шумен	properNoun	bul
Јужна Кореја	properNoun	mkd	Южна Корея	properNoun	bul
Црна Гора	properNoun	mkd	Черна Гора	properNoun	bul
Бања Лука	properNoun	mkd	Баня Лука	properNoun	bul
Соединетите Држави	properNoun	mkd	Съединените щати	properNoun	bul
Црна Гора	properNoun	mkd	Черна Гора	properNoun	bul
е	verb	mkd	е	verb	bul
мора	modal	mkd	трябва	modal	bul
може	modal	mkd	може	modal	bul
има	verb	mkd	има	verb	bul
нема	verb	mkd	няма	verb	bul
дише	verb	mkd	диша	verb	bul
вдишува	verb	mkd	вдишва	verb	bul
гребе	verb	mkd	драска	verb	bul
чеша	verb	mkd	чеша	verb	bul
јаде	verb	mkd	яде	verb	bul
копа	verb	mkd	копае	verb	bul
плива	verb	mkd	плува	verb	bul
лета	verb	mkd	лети	verb	bul
лежи	verb	mkd	лежи	verb	bul
седи	verb	mkd	седи	verb	bul
врти	verb	mkd	върти	verb	bul
паѓа	verb	mkd	пада	verb	bul
шие	verb	mkd	шие	verb	bul
брои	verb	mkd	брои	verb	bul
пее	verb	mkd	пее	verb	bul
плови	verb	mkd	плава	verb	bul
тече	verb	mkd	тече	verb	bul
умира	verb	mkd	умира	verb	bul
дува	verb	mkd	духа	verb	bul
плука	verb	mkd	плюе	verb	bul
пие	verb	mkd	пие	verb	bul
спие	verb	mkd	спи	verb	bul
чита	verb	mkd	чете	verb	bul
бара	verb	mkd	търси	verb	bul
благодари	verb	mkd	благодари	verb	bul
заблагодари	verb	mkd	благодари	verb	bul
блокира	verb	mkd	блокира	verb	bul
бори	verb	mkd	бори	verb	bul
брани	verb	mkd	брани	verb	bul
важи	verb	mkd	важи	verb	bul
верува	verb	mkd	вярва	verb	bul
изјави	verb	mkd	заяви	verb	bul
пријави	verb	mkd	заяви	verb	bul
вели	verb	mkd	заявява	verb	bul
пријавува	verb	mkd	заявява	verb	bul
изјавува	verb	mkd	заявява	verb	bul
вежба	verb	mkd	тренира	verb	bul
види	verb	mkd	види	verb	bul
вклучи	verb	mkd	включи	verb	bul
вклучува	verb	mkd	включва	verb	bul
владее	verb	mkd	управлява	verb	bul
управува	verb	mkd	управлява	verb	bul
влегува	verb	mkd	влиза	verb	bul
влезе	verb	mkd	влезе	verb	bul
влијае	verb	mkd	влияе	verb	bul
во тек е	verb	mkd	в момента тече	verb	bul
воведе	verb	mkd	въведе	verb	bul
спроведе	verb	mkd	въведе	verb	bul
воведува	verb	mkd	въвежда	verb	bul
води	verb	mkd	води	verb	bul
воспоставува	verb	mkd	учредява	verb	bul
воспостави	verb	mkd	учреди	verb	bul
вработи	verb	mkd	наеме	verb	bul
вработува	verb	mkd	наема	verb	bul
врати	verb	mkd	върне	verb	bul
враќа	verb	mkd	връща	verb	bul
гарантира	verb	mkd	гарантира	verb	bul
загарантира	verb	mkd	гарантира	verb	bul
гласа	verb	mkd	гласува	verb	bul
гледа	verb	mkd	гледа	verb	bul
говори	verb	mkd	говори	verb	bul
дава	verb	mkd	дава	verb	bul
даде	verb	mkd	даде	verb	bul
движи	verb	mkd	движи	verb	bul
дели	verb	mkd	дели	verb	bul
определува	verb	mkd	определя	verb	bul
окарактеризира	verb	mkd	определя	verb	bul
определи	verb	mkd	определи	verb	bul
одреди	verb	mkd	отреди	verb	bul
дефинира	verb	mkd	дефинира	verb	bul
дејствува	verb	mkd	действа	verb	bul
делува	verb	mkd	действа	verb	bul
дискутира	verb	mkd	дискутира	verb	bul
доаѓа	verb	mkd	идва	verb	bul
добива	verb	mkd	получава	verb	bul
ловува	verb	mkd	ловува	verb	bul
удира	verb	mkd	удря	verb	bul
реже	verb	mkd	реже	verb	bul
бие	verb	mkd	бие	verb	bul
добие	verb	mkd	получи	verb	bul
доведува	verb	mkd	довежда	verb	bul
доведе	verb	mkd	доведе	verb	bul
резултира	verb	mkd	доведе	verb	bul
додава	verb	mkd	добавя	verb	bul
додаде	verb	mkd	добави	verb	bul
додели	verb	mkd	раздаде	verb	bul
доделува	verb	mkd	раздава	verb	bul
дозволува	verb	mkd	позволява	verb	bul
овозможува	verb	mkd	позволява	verb	bul
докаже	verb	mkd	докаже	verb	bul
докажува	verb	mkd	доказва	verb	bul
должи	verb	mkd	дължи	verb	bul
донесе	verb	mkd	донесе	verb	bul
донесува	verb	mkd	донася	verb	bul
доставува	verb	mkd	доставя	verb	bul
достави	verb	mkd	достави	verb	bul
достигне	verb	mkd	достигне	verb	bul
стигне	verb	mkd	стигне	verb	bul
достигнува	verb	mkd	достига	verb	bul
стигнува	verb	mkd	стига	verb	bul
дојде	verb	mkd	дойде	verb	bul
држи	verb	mkd	държи	verb	bul
експлодира	verb	mkd	експлодира	verb	bul
екстрадира	verb	mkd	екстрадира	verb	bul
живее	verb	mkd	живее	verb	bul
забрани	verb	mkd	забрани	verb	bul
забранува	verb	mkd	забранява	verb	bul
забрзува	verb	mkd	ускорява	verb	bul
зависи	verb	mkd	зависи	verb	bul
завршува	verb	mkd	завършва	verb	bul
заврши	verb	mkd	завърши	verb	bul
комплетира	verb	mkd	завърши	verb	bul
загине	verb	mkd	загине	verb	bul
загинува	verb	mkd	загива	verb	bul
загрозува	verb	mkd	застрашава	verb	bul
загрози	verb	mkd	застраши	verb	bul
задржува	verb	mkd	задържа	verb	bul
задржи	verb	mkd	задържи	verb	bul
закани се	verb	mkd	закани се	verb	bul
занимава се	verb	mkd	занимава се	verb	bul
наиде	verb	mkd	натъкне се	verb	bul
смее се	verb	mkd	смее се	verb	bul
смее	verb	mkd	смее	verb	bul
заканува се	verb	mkd	заканя се	verb	bul
заклучи	verb	mkd	заключи	verb	bul
заклучува	verb	mkd	заключва	verb	bul
залага	verb	mkd	стреми	verb	bul
заменува	verb	mkd	заменя	verb	bul
замени	verb	mkd	замени	verb	bul
замине	verb	mkd	замине	verb	bul
заминува	verb	mkd	заминава	verb	bul
запленува	verb	mkd	залавя	verb	bul
заплени	verb	mkd	залови	verb	bul
отпочнува	verb	mkd	започва	verb	bul
започнува	verb	mkd	започва	verb	bul
отпочне	verb	mkd	започне	verb	bul
започне	verb	mkd	започне	verb	bul
засилува	verb	mkd	засилва	verb	bul
зајакнува	verb	mkd	засилва	verb	bul
засили	verb	mkd	засили	verb	bul
зајакне	verb	mkd	засили	verb	bul
интензивира	verb	mkd	засили	verb	bul
затвара	verb	mkd	затваря	verb	bul
затвори	verb	mkd	затвори	verb	bul
заштитува	verb	mkd	защитава	verb	bul
штити	verb	mkd	защитава	verb	bul
заштити	verb	mkd	защити	verb	bul
зголемува	verb	mkd	увеличава	verb	bul
зголеми	verb	mkd	увеличи	verb	bul
зема	verb	mkd	взема	verb	bul
земе	verb	mkd	вземе	verb	bul
знае	verb	mkd	знае	verb	bul
значи	verb	mkd	значи	verb	bul
избега	verb	mkd	избяга	verb	bul
избегне	verb	mkd	избегне	verb	bul
избегнува	verb	mkd	избягва	verb	bul
избере	verb	mkd	избере	verb	bul
избива	verb	mkd	избухва	verb	bul
избие	verb	mkd	избухне	verb	bul
