"the"-determiner-en "el"-determiner-ca
"in the good old days"-adverb-en "en els bons temps"-adverb-ca
"in the hereafter"-adverb-en "en el futur"-adverb-ca
"in the interim"-adverb-en "mentrestant"-adverb-ca
"in the know"-adverb-en "al cas"-adverb-ca
"in the last resort"-adverb-en "en última instància"-adverb-ca
"in the late afternoon"-adverb-en "cap al tard"-adverb-ca
"in the late morning"-adverb-en "a mig matí"-adverb-ca
"in the lead"-adverb-en "al davant"-adverb-ca
"in the lead"-adverb-en "davant"-adverb-ca
"in the least"-adverb-en "en absolut"-adverb-ca
"in the long run"-adverb-en "a la llarga"-adverb-ca
"in the long term"-adverb-en "a la llarga"-adverb-ca
"in the main"-adverb-en "en general"-adverb-ca
"in the meantime"-adverb-en "mentrestant"-adverb-ca
"in the meanwhile"-adverb-en "mentrestant"-adverb-ca
"in the middle of nowhere"-adverb-en "a la quinta forca"-adverb-ca
"in the middle of nowhere"-adverb-en "en la quinta forca"-adverb-ca
"in the middle of nowhere"-adverb-en "enmig del no-res"-adverb-ca
"in the middle of summer"-adverb-en "a ple estiu"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mig tarda"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mig vesprada"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mitja tarda"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mitja vesprada"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mitjan tarda"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mitjan vesprada"-adverb-ca
"in the middle of the day"-adverb-en "al migdia"-adverb-ca
"in the middle of the evening"-adverb-en "al vespre"-adverb-ca
"in the middle of the morning"-adverb-en "a mig matí"-adverb-ca
"in the middle of the night"-adverb-en "a negra nit"-adverb-ca
"in the middle of winter"-adverb-en "a ple hivern"-adverb-ca
"in the middle"-adverb-en "al mig"-adverb-ca
"in the minority"-adverb-en "en minoria"-adverb-ca
"in the months ahead"-adverb-en "en els propers mesos"-adverb-ca
"in the months to come"-adverb-en "en els propers mesos"-adverb-ca
"in the mood"-adverb-en "d'humor"-adverb-ca
"in the morning"-adverb-en "al matí"-adverb-ca
"in the morning"-adverb-en "de matí"-adverb-ca
"in the near future"-adverb-en "en un futur pròxim"-adverb-ca
"in the nick of time"-adverb-en "pels pèls"-adverb-ca
"in the not too distant future"-adverb-en "en un futur pròxim"-adverb-ca
"in the olden days"-adverb-en "en altres temps"-adverb-ca
"in the open air"-adverb-en "a l'aire lliure"-adverb-ca
"in the open air"-adverb-en "a ple aire"-adverb-ca
"in the open"-adverb-en "a l'aire lliure"-adverb-ca
"in the opposite situation"-adverb-en "en la situació contrària"-adverb-ca
"in the ordinary way"-adverb-en "de la manera normal"-adverb-ca
"in the past"-adverb-en "antigament"-adverb-ca
"in the post"-adverb-en "al correu"-adverb-ca
"in the present case"-adverb-en "en aquest cas"-adverb-ca
"in the prime of life"-adverb-en "a la flor de la vida"-adverb-ca
"in the prime of youth"-adverb-en "a la flor de la joventut"-adverb-ca
"in the process"-adverb-en "en el procés"-adverb-ca
"in the public eye"-adverb-en "al punt de mira"-adverb-ca
"in the red"-adverb-en "en números vermells"-adverb-ca
"in the right place"-adverb-en "en el lloc adequat"-adverb-ca
"in the rough"-adverb-en "en brut"-adverb-ca
"in the saddle"-adverb-en "al poder"-adverb-ca
"in the sale"-adverb-en "a la venda"-adverb-ca
"in the same way"-adverb-en "de la mateixa manera"-adverb-ca
"in the second place"-adverb-en "en segon lloc"-adverb-ca
"in the short term"-adverb-en "a curt termini"-adverb-ca
"in the slightest"-adverb-en "en absolut"-adverb-ca
"in the summer"-adverb-en "a l'estiu"-adverb-ca
"in the third person"-adverb-en "en tercera persona"-adverb-ca
"in the third place"-adverb-en "en tercer lloc"-adverb-ca
"in the twinkling of an eye"-adverb-en "en un obrir i tancar d'ulls"-adverb-ca
"in the usual fashion"-adverb-en "com de costum"-adverb-ca
"in the very near future"-adverb-en "en un futur proper"-adverb-ca
"in the wash"-adverb-en "en la rentada"-adverb-ca
"in the weeks ahead"-adverb-en "en les properes setmanes"-adverb-ca
"in the weeks to come"-adverb-en "en les properes setmanes"-adverb-ca
"in the winter"-adverb-en "a l'hivern"-adverb-ca
"in the world"-adverb-en "del món"-adverb-ca
"in the worst case"-adverb-en "en el pitjor dels casos"-adverb-ca
"in the wrong place"-adverb-en "en el lloc equivocat"-adverb-ca
"in the years ahead"-adverb-en "en els propers anys"-adverb-ca
"in the years to come"-adverb-en "en anys venidors"-adverb-ca
"in their day"-adverb-en "al seu dia"-adverb-ca
"in their opinion"-adverb-en "segons el seu parer"-adverb-ca
"in this case"-adverb-en "en aquest cas"-adverb-ca
"in this fashion"-adverb-en "d'aquesta manera"-adverb-ca
"in this regard"-adverb-en "pel que fa a això"-adverb-ca
"in this respect"-adverb-en "quant a això"-adverb-ca
"in this way"-adverb-en "d'aquesta manera"-adverb-ca
"in total"-adverb-en "en total"-adverb-ca
"in tow"-adverb-en "a remolc"-adverb-ca
"in triplicate"-adverb-en "per triplicat"-adverb-ca
"in trust"-adverb-en "en fideïcomís"-adverb-ca
"in truth"-adverb-en "en veritat"-adverb-ca
"in tune"-adverb-en "a to"-adverb-ca
"in turn"-adverb-en "a canvi"-adverb-ca
"in turns"-adverb-en "per torns"-adverb-ca
"in twelfth place"-adverb-en "en dotzè lloc"-adverb-ca
"in two different ways"-adverb-en "de dues maneres diferents"-adverb-ca
"in twos"-adverb-en "per la meitat"-adverb-ca
"in upper case"-adverb-en "en majúscules"-adverb-ca
"in vain"-adverb-en "debades"-adverb-ca
"in vain"-adverb-en "en va"-adverb-ca
"in vain"-adverb-en "endebades"-adverb-ca
"in various places"-adverb-en "en diversos llocs"-adverb-ca
"in vogue"-adverb-en "en voga"-adverb-ca
"in working order"-adverb-en "en bon estat"-adverb-ca
"in writing"-adverb-en "per escrit"-adverb-ca
"incessantly"-adverb-en "incessantment"-adverb-ca
"incidentally"-adverb-en "addicionalment"-adverb-ca
"included"-adverb-en "inclusivament"-adverb-ca
"including"-adverb-en "incloent-hi"-adverb-ca
"inclusively"-adverb-en "inclusivament"-adverb-ca
"incognito"-adverb-en "d'incògnit"-adverb-ca
"incoherently"-adverb-en "incoherentment"-adverb-ca
"incompletely"-adverb-en "incompletament"-adverb-ca
"inconsistently"-adverb-en "inconsistentment"-adverb-ca
"incorrectly"-adverb-en "incorrectament"-adverb-ca
"incredibly"-adverb-en "increïblement"-adverb-ca
"incrementally"-adverb-en "progressivament"-adverb-ca
"indeed"-adverb-en "de fet"-adverb-ca
"indefinitely"-adverb-en "de forma indefinida"-adverb-ca
"indefinitely"-adverb-en "de manera indefinida"-adverb-ca
"indefinitely"-adverb-en "indefinidament"-adverb-ca
"independently"-adverb-en "independentment"-adverb-ca
"indescribably"-adverb-en "indescriptiblement"-adverb-ca
"indifferently"-adverb-en "amb indiferència"-adverb-ca
"indirectly"-adverb-en "indirectament"-adverb-ca
"indiscriminately"-adverb-en "a tort i a dret"-adverb-ca
"indiscriminately"-adverb-en "indiscriminadament"-adverb-ca
"indisputably"-adverb-en "indiscutiblement"-adverb-ca
"indistinctly"-adverb-en "indistintament"-adverb-ca
"indoors"-adverb-en "a dins"-adverb-ca
"indubitably"-adverb-en "indubtablement"-adverb-ca
"inductively"-adverb-en "per inducció"-adverb-ca
"industrially"-adverb-en "industrialment"-adverb-ca
"inevitably"-adverb-en "inevitablement"-adverb-ca
"inexorably"-adverb-en "inexorablement"-adverb-ca
"inexpensively"-adverb-en "econòmicament"-adverb-ca
"inexplicably"-adverb-en "inexplicablement"-adverb-ca
"inextricably"-adverb-en "inextricablement"-adverb-ca
"infamously"-adverb-en "de manera infame"-adverb-ca
"infinitely"-adverb-en "infinitament"-adverb-ca
"infinitesimally"-adverb-en "infinitesimalment"-adverb-ca
"informally"-adverb-en "informalment"-adverb-ca
"infrequently"-adverb-en "ocasionalment"-adverb-ca
"inherently"-adverb-en "inherentment"-adverb-ca
"initially"-adverb-en "inicialment"-adverb-ca
"innately"-adverb-en "de manera innata"-adverb-ca
"innocently"-adverb-en "innocentment"-adverb-ca
"inseparably"-adverb-en "inseparablement"-adverb-ca
"inside and out"-adverb-en "per dins i per fora"-adverb-ca
"inside out"-adverb-en "a l'inrevés"-adverb-ca
"inside out"-adverb-en "al revés"-adverb-ca
"inside"-adverb-en "a dins"-adverb-ca
"inside"-adverb-en "a dintre"-adverb-ca
"inside"-adverb-en "dins"-adverb-ca
"inside"-adverb-en "dintre"-adverb-ca
"inside"-adverb-en "endins"-adverb-ca
"in"-adverb-en "a dins"-adverb-ca
"in"-adverb-en "dins"-adverb-ca
"instantaneously"-adverb-en "instantàniament"-adverb-ca
"instantly"-adverb-en "instantàniament"-adverb-ca
"instead"-adverb-en "en canvi"-adverb-ca
"instead"-adverb-en "en comptes d'això"-adverb-ca
"instinctively"-adverb-en "instintivament"-adverb-ca
"institutionally"-adverb-en "institucionalment"-adverb-ca
"insufficiently"-adverb-en "insuficientment"-adverb-ca
"intellectually"-adverb-en "intel·lectualment"-adverb-ca
"intelligently"-adverb-en "intel·ligentment"-adverb-ca
"intensely"-adverb-en "intensament"-adverb-ca
"intensively"-adverb-en "intensivament"-adverb-ca
"intentionally"-adverb-en "intencionadament"-adverb-ca
"interactively"-adverb-en "interactivament"-adverb-ca
"inter alia"-adverb-en "inter alia"-adverb-ca
"interchangeably"-adverb-en "de manera intercambiable"-adverb-ca
"interestingly enough"-adverb-en "curiosament"-adverb-ca
"interestingly"-adverb-en "curiosament"-adverb-ca
"intermittently"-adverb-en "intermitentment"-adverb-ca
"internally"-adverb-en "internament"-adverb-ca
"internationally"-adverb-en "internacionalment"-adverb-ca
"intestate"-adverb-en "abintestat"-adverb-ca
"intimately"-adverb-en "íntimament"-adverb-ca
"into action"-adverb-en "en acció"-adverb-ca
"into disgrace"-adverb-en "en desgràcia"-adverb-ca
"into disuse"-adverb-en "en desús"-adverb-ca
"into motion"-adverb-en "en marxa"-adverb-ca
"into play"-adverb-en "en joc"-adverb-ca
"into position"-adverb-en "a lloc"-adverb-ca
"into ruins"-adverb-en "en ruïnes"-adverb-ca
"into shape"-adverb-en "a punt"-adverb-ca
"into the bargain"-adverb-en "a més"-adverb-ca
"into the open"-adverb-en "a l'aire lliure"-adverb-ca
"into use"-adverb-en "en ús"-adverb-ca
"into view"-adverb-en "a la vista"-adverb-ca
"into vogue"-adverb-en "en voga"-adverb-ca
"intravenously"-adverb-en "per via intravenosa"-adverb-ca
"intricately"-adverb-en "intricadament"-adverb-ca
"intrinsically"-adverb-en "intrínsecament"-adverb-ca
"intuitively"-adverb-en "intuïtivament"-adverb-ca
"invariably"-adverb-en "invariablement"-adverb-ca
"inversely"-adverb-en "inversament"-adverb-ca
"invisibly"-adverb-en "invisiblement"-adverb-ca
"involuntarily"-adverb-en "involuntàriament"-adverb-ca
"inwardly"-adverb-en "en el seu fur intern"-adverb-ca
"inwardly"-adverb-en "interiorment"-adverb-ca
"inwardly"-adverb-en "per dins"-adverb-ca
"inwards"-adverb-en "cap a dins"-adverb-ca
"inwards"-adverb-en "cap a dintre"-adverb-ca
"ironically"-adverb-en "irònicament"-adverb-ca
"irreducibly"-adverb-en "irreduïblement"-adverb-ca
"irregularly"-adverb-en "irregularment"-adverb-ca
"irreparably"-adverb-en "irreparablement"-adverb-ca
"irresistibly"-adverb-en "irresistiblement"-adverb-ca
"irresponsibly"-adverb-en "irresponsablement"-adverb-ca
"irretrievably"-adverb-en "de manera irrecuperable"-adverb-ca
"irreversibly"-adverb-en "de manera irreversible"-adverb-ca
"irrevocably"-adverb-en "irrevocablement"-adverb-ca
"isolatedly"-adverb-en "aïlladament"-adverb-ca
"isometrically"-adverb-en "isomètricament"-adverb-ca
"isotopically"-adverb-en "isotòpicament"-adverb-ca
"it is safe to say"-adverb-en "hom pot dir"-adverb-ca
"iteratively"-adverb-en "repetitivament"-adverb-ca
"it's no use crying over spilt milk"-adverb-en "al fet pit"-adverb-ca
"jauntily"-adverb-en "amb desenfado"-adverb-ca
"jealously"-adverb-en "gelosament"-adverb-ca
"jointly"-adverb-en "conjuntament"-adverb-ca
"jointly"-adverb-en "juntament"-adverb-ca
"jokingly"-adverb-en "de broma"-adverb-ca
"joyfully"-adverb-en "alegrement"-adverb-ca
"judicially"-adverb-en "judicialment"-adverb-ca
"just around the corner"-adverb-en "just a la cantonada"-adverb-ca
"just around the corner"-adverb-en "molt a la vora"-adverb-ca
"just as far"-adverb-en "igual de lluny"-adverb-ca
"just as frequently"-adverb-en "tantes vegades"-adverb-ca
"just as little"-adverb-en "igual de poc"-adverb-ca
"just as often"-adverb-en "en la mateixa mesura"-adverb-ca
"just for show"-adverb-en "només per impressionar"-adverb-ca
"just here"-adverb-en "aquí mateix"-adverb-ca
"just in case"-adverb-en "per si de cas"-adverb-ca
"just in time"-adverb-en "just a temps"-adverb-ca
"just now"-adverb-en "ara mateix"-adverb-ca
"just right"-adverb-en "correctament"-adverb-ca
"just then"-adverb-en "just llavors"-adverb-ca
"just this minute"-adverb-en "en aquest moment"-adverb-ca
"just this moment"-adverb-en "en aquest moment"-adverb-ca
"just to be on the safe side"-adverb-en "per si de cas"-adverb-ca
"just to be safe"-adverb-en "per si de cas"-adverb-ca
"justifiably"-adverb-en "justificadament"-adverb-ca
"justly"-adverb-en "justament"-adverb-ca
"just"-adverb-en "exactament"-adverb-ca
"just"-adverb-en "just"-adverb-ca
"just"-adverb-en "només"-adverb-ca
"keenly"-adverb-en "amb entusiasme"-adverb-ca
"kindly"-adverb-en "amablement"-adverb-ca
"kindly"-adverb-en "amb simpatia"-adverb-ca
"kindly"-adverb-en "benignament"-adverb-ca
"knowingly"-adverb-en "a gratcient"-adverb-ca
"knowingly"-adverb-en "deliberadament"-adverb-ca
"laboriously"-adverb-en "laboriosament"-adverb-ca
"lamely"-adverb-en "patèticament"-adverb-ca
"lamentably"-adverb-en "lamentablement"-adverb-ca
"landwards"-adverb-en "cap a terra"-adverb-ca
"largely"-adverb-en "en gran mesura"-adverb-ca
"largely"-adverb-en "en gran part"-adverb-ca
"larghetto"-adverb-en "larghetto"-adverb-ca
"largo"-adverb-en "largo"-adverb-ca
"last but by no means least"-adverb-en ""finalment, però no per això menys important""-adverb-ca
"last but not least"-adverb-en ""finalment, però no per això menys important""-adverb-ca
"lastly"-adverb-en "en fi"-adverb-ca
"lastly"-adverb-en "finalment"-adverb-ca
"late at night"-adverb-en "tard a la nit"-adverb-ca
"late in the afternoon"-adverb-en "a mitja tarda"-adverb-ca
"late in the afternoon"-adverb-en "a mitja vesprada"-adverb-ca
"late in the morning"-adverb-en "a mig matí"-adverb-ca
"late in the night"-adverb-en "tard a la nit"-adverb-ca
"late on in the afternoon"-adverb-en "a mitja tarda"-adverb-ca
"late on in the afternoon"-adverb-en "a mitja vesprada"-adverb-ca
"late on in the morning"-adverb-en "a mig matí"-adverb-ca
"lately"-adverb-en "darrerament"-adverb-ca
"lately"-adverb-en "últimament"-adverb-ca
"laterally"-adverb-en "lateralment"-adverb-ca
"later on"-adverb-en "més tard"-adverb-ca
"later"-adverb-en "més tard"-adverb-ca
"later"-adverb-en "posteriorment"-adverb-ca
"late"-adverb-en "tard"-adverb-ca
"latterly"-adverb-en "recentment"-adverb-ca
"lavishly"-adverb-en "generosament"-adverb-ca
"lawfully"-adverb-en "legítimament"-adverb-ca
"lazily"-adverb-en "mandrosament"-adverb-ca
"least"-adverb-en "menys"-adverb-ca
"left"-adverb-en "a l'esquerra"-adverb-ca
"leftwards"-adverb-en "cap a l'esquerra"-adverb-ca
"legally"-adverb-en "legalment"-adverb-ca
"legislatively"-adverb-en "legislativament"-adverb-ca
"legitimately"-adverb-en "legítimament"-adverb-ca
"leisurely"-adverb-en "sense pressa"-adverb-ca
"lengthwise"-adverb-en "al llarg"-adverb-ca
"less and less frequently"-adverb-en "cada vegada menys"-adverb-ca
"less and less often"-adverb-en "cada vegada menys"-adverb-ca
"less and less"-adverb-en "cada vegada menys"-adverb-ca
"less than ever"-adverb-en "menys que mai"-adverb-ca
"less"-adverb-en "menys"-adverb-ca
"lexically"-adverb-en "lèxicament"-adverb-ca
"liberally"-adverb-en "generosament"-adverb-ca
"lightly"-adverb-en "a la lleugera"-adverb-ca
"lightly"-adverb-en "lleugerament"-adverb-ca
"like a bolt from the blue"-adverb-en "com una bomba"-adverb-ca
"like a shot"-adverb-en "com una bala"-adverb-ca
"like an avalanche"-adverb-en "com un allau"-adverb-ca
"like clockwork"-adverb-en "com un rellotge"-adverb-ca
"like it or not"-adverb-en "tant sí com no"-adverb-ca
"like magic"-adverb-en "com per art d'encantament"-adverb-ca
"like this"-adverb-en "així"-adverb-ca
"likely"-adverb-en "probablement"-adverb-ca
"likewise"-adverb-en "així mateix"-adverb-ca
"linearly"-adverb-en "linearment"-adverb-ca
"linguistically"-adverb-en "lingüísticament"-adverb-ca
"literally"-adverb-en "literalment"-adverb-ca
"little by little"-adverb-en "a pleret"-adverb-ca
"little by little"-adverb-en "a poc a poc"-adverb-ca
"little by little"-adverb-en "a poc a poquet"-adverb-ca
"little by little"-adverb-en "de mica en mica"-adverb-ca
"little"-adverb-en "poc"-adverb-ca
"liturgically"-adverb-en "litúrgicament"-adverb-ca
"lo and behold"-adverb-en "heus ací"-adverb-ca
"lo and behold"-adverb-en "heus aquí"-adverb-ca
"lo and behold"-adverb-en "vet ací"-adverb-ca
"lo and behold"-adverb-en "vet aquí"-adverb-ca
"lo and behold"-adverb-en "veus ací"-adverb-ca
"lo and behold"-adverb-en "veus aquí"-adverb-ca
"locally"-adverb-en "localment"-adverb-ca
"logarithmically"-adverb-en "logarítmicament"-adverb-ca
"logically"-adverb-en "lògicament"-adverb-ca
"logistically"-adverb-en "logísticament"-adverb-ca
"longhand"-adverb-en "a mà"-adverb-ca
"longingly"-adverb-en "amb desig"-adverb-ca
"longitudinally"-adverb-en "longitudinalment"-adverb-ca
"long"-adverb-en "molt de temps"-adverb-ca
"longways"-adverb-en "al llarg"-adverb-ca
"long-windedly"-adverb-en "prolixament"-adverb-ca
"looked at more closely"-adverb-en "de més a prop"-adverb-ca
"loosely speaking"-adverb-en "en termes generals"-adverb-ca
"loosely"-adverb-en "lliurement"-adverb-ca
"lo"-adverb-en "vet aquí"-adverb-ca
"losslessly"-adverb-en "sense pèrdues"-adverb-ca
"loudly"-adverb-en "sorollosament"-adverb-ca
"lovingly"-adverb-en "amorosament"-adverb-ca
"lowly"-adverb-en "humilment"-adverb-ca
"low"-adverb-en "a baix"-adverb-ca
"low"-adverb-en "avall"-adverb-ca
"low"-adverb-en "baix"-adverb-ca
"loyally"-adverb-en "lleialment"-adverb-ca
"luckily"-adverb-en "afortunadament"-adverb-ca
"luckily"-adverb-en "per sort"-adverb-ca
"lyrically"-adverb-en "líricament"-adverb-ca
"madly"-adverb-en "bojament"-adverb-ca
"magically"-adverb-en "màgicament"-adverb-ca
"magnanimously"-adverb-en "magnànimament"-adverb-ca
"magnetically"-adverb-en "magnèticament"-adverb-ca
"magnificently"-adverb-en "magníficament"-adverb-ca
"mainly"-adverb-en "principalment"-adverb-ca
"majestically"-adverb-en "majestuosament"-adverb-ca
"maliciously"-adverb-en "maliciosament"-adverb-ca
